index,target,CreditScore,FirstTimeHomebuyerFlag,MI_Pct,NumberOfUnits,OccupancyStatus,OriginalDTI,OriginalUPB,OriginalLTV,OriginalInterestRate,Channel,PropertyType,LoanPurpose,OriginalLoanTerm,NumberOfBorrowers,SuperConformingFlag,ProgramIndicator,PropertyValMethod,BalloonIndicator,CreditScore_MissFLag,OriginalDTI_MissFLag,0_1_UPB_Diff,1_2_UPB_Diff,2_3_UPB_Diff,3_4_UPB_Diff,4_5_UPB_Diff,5_6_UPB_Diff,6_7_UPB_Diff,7_8_UPB_Diff,8_9_UPB_Diff,9_10_UPB_Diff,10_11_UPB_Diff,11_12_UPB_Diff,12_13_UPB_Diff,longest_unchanged_UPB,avg_repayment_ratio,pct_months_late,Principal_reduction_rate,Amortization_slope,UPB_rebound_count,UPB_autocorr,UPB_skew,UPB_kurtosis,LTV_mean,LTV_std,LTV_slope,LTV_rebound_count,Interest_rate_std,Interest_rate_slope,Early_repayment_ratio,CreditScore_LTV_Ratio,CreditScore_DTI_Ratio,LTV_DTI_Product,DebtServiceRatio,HighRiskCredit,HighLTV,HighDTI,HighInterestRate,CompositeRiskScore,LTV_MissFlag,OriginalLTV_delta,MSA_freq_enc,PropertyState_freq_enc,SellerName_freq_enc,ServicerName_freq_enc
19,0,600,0,0,1,P,38,115000,39,7.5,R,SF,C,180,2,0,9,2,7,0,0,0.0,0.8695652173913043,0.0,0.0,0.8771929824561403,0.0,0.4223185840707975,0.322414714602673,0.3254814840835954,0.3285837738795458,0.33173112691389933,0.3349152401966695,0.33813671105650583,2,0.019900018633540375,0.2857142857142857,0.04076756521739134,-366.8339120879124,0,0.9731577836059768,0.01762102308693323,-1.1773565810763422,36.214285714285715,1.4725377234348787,-0.24835164835164839,3,0.0,0.0,0.5283868036610517,15.384615384615385,15.789473684210526,0.1482,2.85,1,0,0,1,2,0,0,0.11218200891686336,0.04274849200104904,0.3126147390506163,0.24954104379753475
20,0,766,0,0,1,P,41,56000,34,6.5,R,SF,N,180,1,0,9,2,7,0,0,1.7857142857142856,0.0,0.0,1.8181818181818181,1.8518518518518516,0.0,1.715735849056597,1.2586901375409785,0.0,2.570214834256825,1.3297345340062443,1.354955564220331,1.3810088677658547,2,0.06581630102040817,0.2857142857142857,0.14101696428571422,-601.6167032967031,0,0.9815010147487816,-0.22409708377370557,-1.1609804603722775,29.428571428571427,2.2269224668742713,-0.5010989010989011,1,0.0,0.0,0.4950442892509131,22.529411764705884,18.682926829268293,0.1394,2.665,0,0,0,0,0,0,0,0.11218200891686336,0.04274849200104904,0.3126147390506163,0.24954104379753475
25,0,777,0,0,1,P,49,288000,80,8.0,C,SF,P,360,1,0,9,2,7,0,0,0.0,0.0,0.3472222222222222,0.0,0.0,0.0,0.27319163763066123,0.10660831818102258,0.10743560203267015,0.10826892822515506,0.10910833797589514,0.10995387306071332,0.11080908866374697,3,0.00569640625,0.35714285714285715,0.012658506944444526,-294.83514285714386,0,0.9660507857478645,-0.13350592068120704,-1.2617749869013157,77.5,5.2064520411834065,-0.5516483516483517,4,0.0,0.0,0.4893667795866269,9.7125,15.857142857142858,0.392,3.92,0,0,1,1,2,0,0,0.004130605822187254,0.04396144767899292,0.3126147390506163,0.11991869918699187
26,0,672,1,30,1,P,35,200000,95,7.125,R,SF,P,360,2,0,9,2,N,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.3200351758793947,0.08383110308856699,0.08440094201300022,0.08497216274175912,0.17160506736815884,0.0,0.08671450106127494,5,0.007555432142857128,0.42857142857142855,0.013247649999999994,-175.55694505494495,0,0.9094455989325062,0.11669458592544171,-0.6304048539635478,90.42857142857143,4.2209390579126165,-0.4043956043956044,4,0.0,0.0,0.6177963638834042,7.073684210526316,19.2,0.3325,2.49375,0,1,0,1,2,0,0,0.0011801730920535012,0.04396144767899292,0.3126147390506163,0.24954104379753475
27,0,804,0,0,1,P,23,42000,18,6.75,R,SF,N,360,1,0,9,2,7,0,0,0.0,2.380952380952381,0.0,0.0,0.0,0.0,-0.8414390243902389,0.18069903995622957,0.09127633735462481,0.09189328543596784,0.09248758093269853,0.09308344562795717,0.09370521307903666,5,0.018031785714285715,0.42857142857142855,0.021910000000000027,-36.417472527472555,1,0.5664424656569161,1.8038194408225752,2.338603634195664,16.928571428571427,0.5933302759227199,-0.01978021978021978,1,0.0,0.0,0.7117971789354732,44.666666666666664,34.95652173913044,0.0414,1.5525,0,0,0,0,0,0,0,0.11218200891686336,0.04274849200104904,0.3126147390506163,0.24954104379753475
31,0,684,0,30,1,P,50,257000,95,7.5,R,SF,P,360,2,0,9,2,N,0,0,0.38910505836575876,0.0,0.0,0.0,0.0,0.390625,-0.05576470588235751,0.07793693085659911,0.07848410244864065,0.07903643849105037,0.07959396236187966,0.08015669775322012,0.08072073376619199,4,0.0067326820455808544,0.35714285714285715,0.011944319066147869,-208.52780219780146,1,0.9070497908769319,0.22796131713907988,-0.8304820635326013,87.57142857142857,4.8064582403602065,-0.8087912087912086,2,0.0,0.0,0.6052076919819223,7.2,13.68,0.475,3.75,0,1,1,1,3,0,0,0.00488460529766588,0.028356936795174405,0.3126147390506163,0.24954104379753475
32,0,719,0,0,1,P,35,406000,80,7.5,R,SF,P,360,1,0,9,2,7,0,0,0.0,0.0,0.0,0.24691358024691357,0.0,0.0,0.13539356435643335,0.07793472652490385,0.07848169728633116,0.07903487144042272,0.07959179120336946,0.08015247568859352,0.08071943265969378,3,0.006069866291344135,0.35714285714285715,0.008551308641975378,-288.7757362637369,0,0.9714660004782816,-0.18524844607028765,-1.3016337126588637,78.42857142857143,0.8206518066482897,-0.14065934065934066,3,0.0,0.0,0.44668349079484715,8.9875,20.542857142857144,0.28,2.625,0,0,0,1,1,0,0,0.00032782585890375033,0.09946236559139784,0.3126147390506163,0.24954104379753475
33,0,797,0,0,1,P,30,148000,80,7.25,C,SF,P,360,1,0,H,1,7,0,0,0.0,0.0,0.0,0.0,0.6756756756756757,0.0,-0.1204353741496654,0.08182662186983929,0.08238324003252502,0.08294798274018039,0.08352088410349735,0.08409516169229926,0.08467765044935929,4,0.00497840733590736,0.42857142857142855,0.010516959459459522,-134.1827692307699,1,0.8845025704294671,0.31137714768202135,-1.6553019999754115,73.42857142857143,2.718042512920064,-0.5802197802197802,2,0.0,0.0,0.5287213059986682,9.9625,26.566666666666666,0.24,2.175,0,0,0,1,1,0,0,0.11218200891686336,0.008064516129032258,0.3126147390506163,0.24954104379753475
34,0,721,1,25,1,P,45,80000,97,7.375,R,SF,P,360,2,0,H,2,N,0,0,1.25,0.0,0.0,0.0,0.0,0.0,-0.08687341772152488,0.07986732538556533,0.08042480091253619,0.08098356843017483,0.081543639348904,0.0821050251549019,0.08268043598787005,6,0.012374464285714268,0.42857142857142855,0.016451625000000056,-49.68540659340686,1,0.4376400344521424,2.8360892920105147,9.768666571533515,80.35714285714286,10.919230368333416,-1.9406593406593398,3,0.0,0.0,0.7076580580945591,7.43298969072165,16.022222222222222,0.4365,3.31875,0,1,1,1,3,0,0,0.00016391292945187516,0.04396144767899292,0.3126147390506163,0.24954104379753475
35,0,719,0,0,1,P,40,205000,54,7.5,R,SF,C,360,1,0,9,2,7,0,0,0.0,0.4878048780487805,0.0,0.0,0.0,0.0,0.26443137254902077,0.1001914081038634,0.0979844650639103,0.09869123310115491,0.09940492607728847,0.0,0.18561055584476818,4,0.006891177700348456,0.42857142857142855,0.013271463414634118,-195.03287912087922,0,0.9293490845504552,0.23376876564464652,-0.7039036765953388,50.785714285714285,1.5202711895566259,-0.18241758241758238,2,0.0,0.0,0.5658353702240294,13.314814814814815,17.975,0.216,3.0,0,0,0,1,1,0,0,0.00462234461054288,0.03845397324940991,0.3126147390506163,0.24954104379753475
36,0,757,0,25,1,P,41,367000,88,7.875,R,SF,N,360,1,0,9,2,N,0,0,0.0,0.2724795640326975,0.0,0.0,0.273224043715847,0.0,0.13894794520547243,0.07382861073485968,0.10182202840484424,0.10259641204433737,0.10337582100210417,0.0766199574375244,100.0,2,0.07668772090307512,0.2857142857142857,1.0,-10712.523494505494,0,0.4584924688750427,-3.740400922524514,13.993285521304959,83.15384615384616,1.7473564140923918,-0.2032967032967033,4,0.0,0.0,0.00683149863760211,8.602272727272727,18.463414634146343,0.3608,3.22875,0,1,0,1,2,0,0,0.0003933910306845004,0.09946236559139784,0.3126147390506163,0.11991869918699187
37,0,783,1,25,1,P,28,285000,87,7.325,R,SF,P,360,2,0,9,2,N,0,0,0.35335689045936397,0.0,0.7092198581560284,0.0,0.0,0.35714285714285715,-0.07892831541219389,0.1089856640391459,0.10977144006492348,0.0,0.22180129889934672,0.0,0.11216519107741846,2,0.018792213032581447,0.42857142857142855,0.018798727915194272,-371.5174725274714,1,0.9265703285784499,0.8920733424724964,-0.17755464207184835,81.07142857142857,3.195181320906434,-0.3318681318681318,3,1.7763568394002505e-15,-5.082136666746076e-33,0.7104815001390956,9.0,27.964285714285715,0.2436,2.051,0,1,0,1,2,0,0,0.001999737739312877,0.039634146341463415,0.3126147390506163,0.24954104379753475
40,0,705,0,30,1,P,46,152000,95,7.0,R,SF,P,360,1,0,9,2,N,0,0,0.0,0.0,0.6578947368421052,0.0,0.0,0.0,0.011483443708606959,0.08645363646394813,0.08703224806968794,0.08761893842948174,0.08820710281336179,0.0887967541330242,0.08939455776203914,3,0.006526936090225548,0.35714285714285715,0.011921249999999993,-133.27973626373588,0,0.8883680628773923,0.7416576041999936,-0.34186064314823383,94.14285714285714,3.522522287410843,0.3164835164835165,5,0.0,0.0,0.5614366208064973,7.421052631578948,15.326086956521738,0.437,3.22,0,1,1,0,2,0,0,0.11218200891686336,0.009801993181222135,0.3126147390506163,0.11991869918699187
41,0,793,0,30,1,P,15,165000,92,6.75,R,SF,P,360,2,0,9,2,N,0,0,0.0,0.0,0.0,0.6060606060606061,0.0,0.0,0.006951219512191573,0.09009772630536513,0.09069166816456123,0.09128104163264213,0.09187806693341592,0.09248277981777756,0.09308909065814701,3,0.005719432900432911,0.35714285714285715,0.011578727272727216,-155.76846153846134,0,0.9158666915715175,0.4035098965976329,-1.1527247727835759,87.78571428571429,1.7799908277681586,-0.27032967032967037,5,0.0,0.0,0.5293929829520171,8.619565217391305,52.86666666666667,0.138,1.0125,0,1,0,0,1,0,0,0.11218200891686336,0.04330579596118542,0.3126147390506163,0.24954104379753475
42,0,716,0,0,1,P,22,65000,27,6.75,R,SF,C,360,2,0,9,2,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7025076923076883,0.09068321037467691,0.09127726764925416,0.0918728748868117,0.09248558146211552,0.09308435781589913,0.09370028981718227,6,0.0048759999999999915,0.42857142857142855,0.01250461538461543,-75.569978021978,0,0.9338298291331808,-0.21408111318376782,-1.9840400193252248,25.714285714285715,0.8806305718527108,-0.1186813186813187,2,0.0,0.0,0.5617987204724357,26.51851851851852,32.54545454545455,0.0594,1.485,0,0,0,0,0,0,0,0.11218200891686336,0.024259113558877523,0.3126147390506163,0.24954104379753475
43,0,764,0,30,1,P,24,280000,95,7.375,R,SF,P,360,2,0,9,2,N,0,0,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.0969749103942644,0.07986239272033005,0.16132458362604182,0.0,0.08153708041866876,0.08210752140457107,0.08267931111621703,3,0.004551515306122459,0.42857142857142855,0.009381500000000025,-204.61789010989025,0,0.9417717840323722,0.14355689125987764,-0.9660934514073083,87.35714285714286,3.3081531934026884,-0.4901098901098899,3,0.0,0.0,0.4836875004758584,8.042105263157895,31.833333333333332,0.228,1.77,0,1,0,1,2,0,0,0.11218200891686336,0.0022619984264358774,0.3126147390506163,0.24954104379753475
44,0,693,1,35,1,P,48,248000,97,7.375,R,SF,P,360,2,0,9,2,N,0,0,0.0,0.0,0.0,0.0,0.4032258064516129,0.0,0.011036437246967333,0.07985901601933128,0.08041316579590994,0.08097265491880631,0.08153750784214103,0.08210368722410868,0.08267527027202264,4,0.0038523358294930777,0.35714285714285715,0.008987741935483838,-190.8635384615384,0,0.9436836162231397,-0.0007883378245296333,-1.4728621593186584,91.92857142857143,1.830857945425185,-0.30549450549450546,3,0.0,0.0,0.46086964324169705,7.144329896907217,14.4375,0.4656,3.54,0,1,1,1,3,0,0,0.0035077366902701284,0.009801993181222135,0.3126147390506163,0.24954104379753475
45,0,768,0,0,1,P,37,311000,80,7.0,R,SF,N,360,2,0,9,2,7,0,0,0.3215434083601286,0.0,0.0,0.3225806451612903,0.0,0.0,0.21437540453073906,0.1039282983280895,0.13938185840508513,0.089350094855845,0.0,0.10068888076253502,0.19183491526400992,2,0.007811979788700051,0.35714285714285715,0.014744019292604547,-321.39630769230894,0,0.956671104604547,0.15451677940560288,-0.9706455511834711,72.84615384615384,1.9551176964828976,-0.13736263736263737,3,0.0,0.0,0.5806310913575455,9.6,20.756756756756758,0.296,2.59,0,0,0,0,0,0,0,0.0006556517178075007,0.008064516129032258,0.3126147390506163,0.11991869918699187
47,0,776,0,0,1,P,32,150000,64,6.75,R,SF,P,360,2,0,9,1,7,0,0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.09406040268455985,0.11189047953494353,0.11264798835239975,0.1134079138713905,0.11417701920397876,0.11494860986006995,0.11572946518123203,3,0.006910390476190472,0.35714285714285715,0.01435786666666662,-178.11485714285698,0,0.9353194223525112,0.2804297543445754,-1.211807924901645,59.285714285714285,4.24984993732672,-0.5582417582417583,1,0.0,0.0,0.5293961962779976,12.125,24.25,0.2048,2.16,0,0,0,0,0,0,0,0.00016391292945187516,0.013309729871492263,0.3126147390506163,0.11991869918699187
49,0,660,0,30,1,P,33,124000,95,7.25,R,SF,N,360,2,0,9,2,N,0,0,0.8064516129032258,0.0,0.0,0.0,0.0,0.0,0.15182926829268292,0.08182341889006702,0.08238752025461026,0.08295295896002583,0.0835279093657305,0.0840960717968394,0.0846819598399607,5,0.00946945276497696,0.35714285714285715,0.014507177419354833,-94.03523076923102,0,0.7796635514436886,1.1832751847695997,3.0452927275590733,91.07142857142857,3.6344440666310147,-0.4945054945054944,5,0.0,0.0,0.6597123781887722,6.947368421052632,20.0,0.3135,2.3925,0,1,0,1,2,0,0,0.11218200891686336,0.04330579596118542,0.3126147390506163,0.24954104379753475
52,0,785,0,0,1,P,26,110000,31,6.5,R,SF,P,360,1,0,9,2,7,0,0,0.0,0.9090909090909091,0.0,0.0,0.9174311926605505,0.0,0.2424907407407402,0.2936936614165575,0.2961506191161251,0.29864553521843773,0.30116019579766995,0.8453711841705936,0.3109164831964863,2,0.019931701298701292,0.2857142857142857,0.04332818181818187,-352.9894945054947,0,0.9650490590818576,-0.16329159912773814,-0.7639952570462949,28.785714285714285,0.8601138984851638,-0.1384615384615385,2,0.0,0.0,0.47457879608065223,25.322580645161292,30.192307692307693,0.0806,1.69,0,0,0,0,0,0,0,0.11218200891686336,0.024259113558877523,0.3126147390506163,0.24954104379753475
55,0,807,1,25,1,P,41,165000,90,6.75,R,SF,P,360,1,0,9,2,N,0,0,0.0,0.0,0.6060606060606061,0.0,0.0,0.6097560975609756,0.012858895705516474,0.20418576523705065,0.2057532709328965,0.20734191472808328,0.20893956088427248,0.21055250839167178,0.21218712318961294,2,0.011342428571428571,0.2857142857142857,0.0245208484848485,-330.34437362637345,0,0.9664515132695384,-0.009832708277064436,-1.2893431183610695,82.57142857142857,6.366365701473484,-0.9670329670329672,1,0.0,0.0,0.4995032056827315,8.966666666666667,19.682926829268293,0.369,2.7675,0,1,0,0,1,0,0,0.0017374770521898768,0.04330579596118542,0.3126147390506163,0.24954104379753475
56,0,747,1,25,1,P,32,99000,90,6.625,R,SF,P,360,2,0,9,3,N,0,0,0.0,0.0,0.0,0.0,1.0101010101010102,0.0,-0.2934387755102112,0.09287033955566648,0.09346585293599059,0.09407314709588133,0.09468207127642135,0.09529263960100834,0.09591508851778092,4,0.006436940836940844,0.42857142857142855,0.012805252525252537,-109.08536263736275,1,0.8296506576541287,0.43029093780422634,-1.765425831383578,76.57142857142857,8.243736026430575,-1.2,6,0.0,0.0,0.5619774082604931,8.3,23.34375,0.288,2.12,0,1,0,0,1,0,0,0.003704432205612379,0.011637817991083137,0.3126147390506163,0.24954104379753475
58,0,746,1,0,1,P,48,615000,72,6.75,R,SF,P,360,2,0,9,2,7,0,0,0.16260162601626016,0.0,0.16286644951140067,0.0,0.1631321370309951,0.0,0.12576307189543168,0.09009860489088667,0.0906874868363774,0.09127953462582444,0.09187640793152134,0.09247977418520933,0.093084734621234,1,0.005814357723577238,0.21428571428571427,0.011578439024390229,-531.2256263736259,0,0.9846791575592868,-0.048079033715896134,-1.1229546613353611,67.85714285714286,2.97266457809783,-0.6505494505494507,2,0.0,0.0,0.5293930125239859,10.36111111111111,15.541666666666666,0.3456,3.24,0,0,1,0,1,0,0,0.019046682402307894,0.04396144767899292,0.3126147390506163,0.06605691056910569
61,0,732,1,25,1,P,45,146000,97,6.75,R,SF,P,360,1,0,9,2,N,0,0,0.684931506849315,0.0,0.0,0.0,0.0,0.0,0.27024827586205935,0.09009866249576831,0.09068518115407907,0.09128014796028441,0.09187666725814438,0.09248169296258388,0.0930883174717324,5,0.009053277886497069,0.35714285714285715,0.014963561643835568,-129.5249670329665,0,0.8666766876771255,0.5178098402614477,0.6447909488320542,91.64285714285714,7.640186449268881,-0.4813186813186813,2,0.0,0.0,0.6371001702766494,7.546391752577319,16.266666666666666,0.4365,3.0375,0,1,1,0,2,0,0,0.11218200891686336,0.04274849200104904,0.3126147390506163,0.24954104379753475
64,0,811,1,0,1,P,40,50000,53,6.875,R,SF,P,180,1,0,9,2,7,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.32995918367347,0.34016321609751804,0.3432761090059883,0.3464377258396092,0.3496281425415318,0.352868611924873,0.3561390971725861,3,0.022362828571428565,0.35714285714285715,0.04345679999999993,-164.86870329670325,0,0.9232318138689303,0.4247462690614751,-0.6529285894273684,35.92857142857143,6.352325622661872,-0.8461538461538457,5,0.0,0.0,0.534636696673479,15.30188679245283,20.275,0.212,2.75,0,0,0,0,0,0,0,0.006425386834513507,0.09946236559139784,0.3126147390506163,0.24954104379753475
66,0,760,1,0,1,P,20,95000,80,7.25,R,MH,P,360,1,0,9,2,7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5560842105263145,0.08182342821746329,0.08238834456528689,0.08295460027470303,0.08352220713401935,0.0841017972657117,0.08468278924083028,6,0.004013345864661677,0.42857142857142855,0.010517473684210563,-91.77817582417612,0,0.9398773759885957,-0.25344476916676023,-1.9131594782957146,75.42857142857143,0.0,0.0,0,0.0,0.0,0.5287241282677418,9.5,38.0,0.16,1.45,0,0,0,1,1,1,0,0.011473905061631262,0.02098085496984002,0.3126147390506163,0.020292420666142147
68,0,651,0,25,1,P,40,339000,90,8.5,R,SF,P,360,2,0,9,2,N,0,0,0.0,0.0,0.0,0.2949852507374631,0.0,0.0,0.05022485207100868,0.06392559766111014,0.06441966850455759,0.06491763006991552,0.0654194986051323,0.06592529056659781,0.06643502262192932,3,0.0033243531394858933,0.35714285714285715,0.007341209439527975,-203.8490109890111,0,0.9494165492452186,0.06792634082019704,-1.1878979895769604,86.07142857142857,2.313447820100235,-0.13846153846153844,1,0.0,0.0,0.47003419497161814,7.233333333333333,16.275,0.36,3.4,0,1,0,1,2,0,0,0.0021308680828743772,0.04274849200104904,0.3126147390506163,0.02832415420928403
70,0,781,0,0,1,I,28,79000,75,7.45,R,SF,C,360,1,0,9,2,7,0,0,0.0,0.0,1.2658227848101267,0.0,0.0,-0.3855512820512768,0.07895200977052505,0.0795128664241442,0.08006221802659426,0.08062563856900619,0.08119036841620345,0.08176924173740793,0.08233664626259961,3,0.009355189873417704,0.35714285714285715,0.014432531645569598,-75.54228571428557,1,0.7345109525889688,1.2592683979154056,0.006288792597163084,55.42857142857143,8.312763729129232,-1.0989010989010988,4,1.7763568394002505e-15,-5.082136666746076e-33,0.6675232640746535,10.413333333333334,27.892857142857142,0.21,2.086,0,0,0,1,1,0,0,0.0017374770521898768,0.04330579596118542,0.3126147390506163,0.24954104379753475
