index,target,CreditScore,FirstTimeHomebuyerFlag,MI_Pct,NumberOfUnits,OccupancyStatus,OriginalDTI,OriginalUPB,OriginalLTV,OriginalInterestRate,Channel,PropertyType,LoanPurpose,OriginalLoanTerm,NumberOfBorrowers,SuperConformingFlag,ProgramIndicator,PropertyValMethod,BalloonIndicator,CreditScore_MissFLag,OriginalDTI_MissFLag,0_1_UPB_Diff,1_2_UPB_Diff,2_3_UPB_Diff,3_4_UPB_Diff,4_5_UPB_Diff,5_6_UPB_Diff,6_7_UPB_Diff,7_8_UPB_Diff,8_9_UPB_Diff,9_10_UPB_Diff,10_11_UPB_Diff,11_12_UPB_Diff,12_13_UPB_Diff,longest_unchanged_UPB,avg_repayment_ratio,pct_months_late,Principal_reduction_rate,Amortization_slope,UPB_rebound_count,UPB_autocorr,UPB_skew,UPB_kurtosis,LTV_mean,LTV_std,LTV_slope,LTV_rebound_count,Interest_rate_std,Interest_rate_slope,Early_repayment_ratio,CreditScore_LTV_Ratio,CreditScore_DTI_Ratio,LTV_DTI_Product,DebtServiceRatio,HighRiskCredit,HighLTV,HighDTI,HighInterestRate,CompositeRiskScore,LTV_MissFlag,OriginalLTV_delta,MSA_freq_enc,PropertyState_freq_enc,SellerName_freq_enc,ServicerName_freq_enc
19,0,600,0,0,1,P,38,115000,39,7.5,R,SF,C,180,2,0,9,2,7,0,0,0.0,0.8695652173913043,0.0,0.0,0.8771929824561403,0.0,0.4223185840707975,0.322414714602673,0.3254814840835954,0.3285837738795458,0.3317311269138993,0.3349152401966695,0.3381367110565058,2,0.0199000186335403,0.2857142857142857,0.0407675652173913,-366.8339120879124,0,0.9731577836059768,0.0176210230869332,-1.1773565810763422,36.214285714285715,1.4725377234348789,-0.2483516483516483,3,0.0,0.0,0.5283868036610517,15.384615384615383,15.789473684210526,0.1482,2.85,1,0,0,1,2,0,0,0.11218200891686336,0.04274849200104904,0.3126147390506163,0.24954104379753475
20,0,766,0,0,1,P,41,56000,34,6.5,R,SF,N,180,1,0,9,2,7,0,0,1.7857142857142856,0.0,0.0,1.818181818181818,1.8518518518518516,0.0,1.715735849056597,1.2586901375409785,0.0,2.570214834256825,1.3297345340062443,1.354955564220331,1.3810088677658547,2,0.0658163010204081,0.2857142857142857,0.1410169642857142,-601.6167032967031,0,0.9815010147487816,-0.2240970837737055,-1.1609804603722775,29.428571428571427,2.2269224668742713,-0.5010989010989011,1,0.0,0.0,0.4950442892509131,22.529411764705884,18.682926829268293,0.1394,2.665,0,0,0,0,0,0,0,0.11218200891686336,0.04274849200104904,0.3126147390506163,0.24954104379753475
25,0,777,0,0,1,P,49,288000,80,8.0,C,SF,P,360,1,0,9,2,7,0,0,0.0,0.0,0.3472222222222222,0.0,0.0,0.0,0.2731916376306612,0.1066083181810225,0.1074356020326701,0.108268928225155,0.1091083379758951,0.1099538730607133,0.1108090886637469,3,0.00569640625,0.3571428571428571,0.0126585069444445,-294.83514285714386,0,0.9660507857478644,-0.133505920681207,-1.2617749869013155,77.5,5.2064520411834065,-0.5516483516483517,4,0.0,0.0,0.4893667795866269,9.7125,15.857142857142858,0.392,3.92,0,0,1,1,2,0,0,0.004130605822187254,0.04396144767899292,0.3126147390506163,0.11991869918699187
26,0,672,1,30,1,P,35,200000,95,7.125,R,SF,P,360,2,0,9,2,N,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.3200351758793947,0.0838311030885669,0.0844009420130002,0.0849721627417591,0.1716050673681588,0.0,0.0867145010612749,5,0.0075554321428571,0.4285714285714285,0.0132476499999999,-175.55694505494495,0,0.9094455989325062,0.1166945859254417,-0.6304048539635478,90.42857142857144,4.2209390579126165,-0.4043956043956044,4,0.0,0.0,0.6177963638834042,7.073684210526316,19.2,0.3325,2.49375,0,1,0,1,2,0,0,0.0011801730920535012,0.04396144767899292,0.3126147390506163,0.24954104379753475
27,0,804,0,0,1,P,23,42000,18,6.75,R,SF,N,360,1,0,9,2,7,0,0,0.0,2.380952380952381,0.0,0.0,0.0,0.0,-0.8414390243902389,0.1806990399562295,0.0912763373546248,0.0918932854359678,0.0924875809326985,0.0930834456279571,0.0937052130790366,5,0.0180317857142857,0.4285714285714285,0.02191,-36.417472527472555,1,0.5664424656569161,1.8038194408225752,2.338603634195664,16.928571428571427,0.5933302759227199,-0.0197802197802197,1,0.0,0.0,0.7117971789354732,44.666666666666664,34.95652173913044,0.0414,1.5525,0,0,0,0,0,0,0,0.11218200891686336,0.04274849200104904,0.3126147390506163,0.24954104379753475
31,0,684,0,30,1,P,50,257000,95,7.5,R,SF,P,360,2,0,9,2,N,0,0,0.3891050583657587,0.0,0.0,0.0,0.0,0.390625,-0.0557647058823575,0.0779369308565991,0.0784841024486406,0.0790364384910503,0.0795939623618796,0.0801566977532201,0.0807207337661919,4,0.0067326820455808,0.3571428571428571,0.0119443190661478,-208.52780219780144,1,0.907049790876932,0.2279613171390798,-0.8304820635326013,87.57142857142857,4.8064582403602065,-0.8087912087912086,2,0.0,0.0,0.6052076919819223,7.2,13.68,0.475,3.75,0,1,1,1,3,0,0,0.00488460529766588,0.028356936795174405,0.3126147390506163,0.24954104379753475
32,0,719,0,0,1,P,35,406000,80,7.5,R,SF,P,360,1,0,9,2,7,0,0,0.0,0.0,0.0,0.2469135802469135,0.0,0.0,0.1353935643564333,0.0779347265249038,0.0784816972863311,0.0790348714404227,0.0795917912033694,0.0801524756885935,0.0807194326596937,3,0.0060698662913441,0.3571428571428571,0.0085513086419753,-288.7757362637369,0,0.9714660004782816,-0.1852484460702876,-1.3016337126588635,78.42857142857143,0.8206518066482897,-0.1406593406593406,3,0.0,0.0,0.4466834907948471,8.9875,20.542857142857144,0.28,2.625,0,0,0,1,1,0,0,0.00032782585890375033,0.09946236559139784,0.3126147390506163,0.24954104379753475
33,0,797,0,0,1,P,30,148000,80,7.25,C,SF,P,360,1,0,H,1,7,0,0,0.0,0.0,0.0,0.0,0.6756756756756757,0.0,-0.1204353741496654,0.0818266218698392,0.082383240032525,0.0829479827401803,0.0835208841034973,0.0840951616922992,0.0846776504493592,4,0.0049784073359073,0.4285714285714285,0.0105169594594595,-134.1827692307699,1,0.8845025704294671,0.3113771476820213,-1.6553019999754115,73.42857142857143,2.718042512920064,-0.5802197802197802,2,0.0,0.0,0.5287213059986682,9.9625,26.566666666666663,0.24,2.175,0,0,0,1,1,0,0,0.11218200891686336,0.008064516129032258,0.3126147390506163,0.24954104379753475
34,0,721,1,25,1,P,45,80000,97,7.375,R,SF,P,360,2,0,H,2,N,0,0,1.25,0.0,0.0,0.0,0.0,0.0,-0.0868734177215248,0.0798673253855653,0.0804248009125361,0.0809835684301748,0.081543639348904,0.0821050251549019,0.08268043598787,6,0.0123744642857142,0.4285714285714285,0.016451625,-49.68540659340686,1,0.4376400344521424,2.8360892920105147,9.768666571533515,80.35714285714286,10.919230368333416,-1.94065934065934,3,0.0,0.0,0.7076580580945591,7.43298969072165,16.022222222222222,0.4365,3.31875,0,1,1,1,3,0,0,0.00016391292945187516,0.04396144767899292,0.3126147390506163,0.24954104379753475
35,0,719,0,0,1,P,40,205000,54,7.5,R,SF,C,360,1,0,9,2,7,0,0,0.0,0.4878048780487805,0.0,0.0,0.0,0.0,0.2644313725490207,0.1001914081038634,0.0979844650639103,0.0986912331011549,0.0994049260772884,0.0,0.1856105558447681,4,0.0068911777003484,0.4285714285714285,0.0132714634146341,-195.0328791208792,0,0.9293490845504552,0.2337687656446465,-0.7039036765953388,50.785714285714285,1.520271189556626,-0.1824175824175823,2,0.0,0.0,0.5658353702240294,13.314814814814817,17.975,0.216,3.0,0,0,0,1,1,0,0,0.00462234461054288,0.03845397324940991,0.3126147390506163,0.24954104379753475
36,0,757,0,25,1,P,41,367000,88,7.875,R,SF,N,360,1,0,9,2,N,0,0,0.0,0.2724795640326975,0.0,0.0,0.273224043715847,0.0,0.1389479452054724,0.0738286107348596,0.1018220284048442,0.1025964120443373,0.1033758210021041,0.0766199574375244,100.0,2,0.0766877209030751,0.2857142857142857,1.0,-10712.523494505494,0,0.4584924688750427,-3.740400922524514,13.99328552130496,83.15384615384616,1.7473564140923918,-0.2032967032967033,4,0.0,0.0,0.0068314986376021,8.602272727272727,18.463414634146343,0.3608,3.22875,0,1,0,1,2,0,0,0.0003933910306845004,0.09946236559139784,0.3126147390506163,0.11991869918699187
37,0,783,1,25,1,P,28,285000,87,7.325,R,SF,P,360,2,0,9,2,N,0,0,0.3533568904593639,0.0,0.7092198581560284,0.0,0.0,0.3571428571428571,-0.0789283154121938,0.1089856640391459,0.1097714400649234,0.0,0.2218012988993467,0.0,0.1121651910774184,2,0.0187922130325814,0.4285714285714285,0.0187987279151942,-371.5174725274714,1,0.92657032857845,0.8920733424724964,-0.1775546420718483,81.07142857142857,3.195181320906434,-0.3318681318681318,3,1.7763568394002505e-15,-5.082136666746076e-33,0.7104815001390956,9.0,27.964285714285715,0.2436,2.051,0,1,0,1,2,0,0,0.001999737739312877,0.039634146341463415,0.3126147390506163,0.24954104379753475
40,0,705,0,30,1,P,46,152000,95,7.0,R,SF,P,360,1,0,9,2,N,0,0,0.0,0.0,0.6578947368421052,0.0,0.0,0.0,0.0114834437086069,0.0864536364639481,0.0870322480696879,0.0876189384294817,0.0882071028133617,0.0887967541330242,0.0893945577620391,3,0.0065269360902255,0.3571428571428571,0.0119212499999999,-133.27973626373588,0,0.8883680628773923,0.7416576041999936,-0.3418606431482338,94.14285714285714,3.522522287410843,0.3164835164835165,5,0.0,0.0,0.5614366208064973,7.421052631578948,15.326086956521738,0.437,3.22,0,1,1,0,2,0,0,0.11218200891686336,0.009801993181222135,0.3126147390506163,0.11991869918699187
41,0,793,0,30,1,P,15,165000,92,6.75,R,SF,P,360,2,0,9,2,N,0,0,0.0,0.0,0.0,0.6060606060606061,0.0,0.0,0.0069512195121915,0.0900977263053651,0.0906916681645612,0.0912810416326421,0.0918780669334159,0.0924827798177775,0.093089090658147,3,0.0057194329004329,0.3571428571428571,0.0115787272727272,-155.76846153846134,0,0.9158666915715176,0.4035098965976329,-1.152724772783576,87.78571428571429,1.7799908277681586,-0.2703296703296703,5,0.0,0.0,0.5293929829520171,8.619565217391305,52.86666666666667,0.138,1.0125,0,1,0,0,1,0,0,0.11218200891686336,0.04330579596118542,0.3126147390506163,0.24954104379753475
42,0,716,0,0,1,P,22,65000,27,6.75,R,SF,C,360,2,0,9,2,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7025076923076883,0.0906832103746769,0.0912772676492541,0.0918728748868117,0.0924855814621155,0.0930843578158991,0.0937002898171822,6,0.0048759999999999,0.4285714285714285,0.0125046153846154,-75.569978021978,0,0.9338298291331808,-0.2140811131837678,-1.9840400193252248,25.714285714285715,0.8806305718527108,-0.1186813186813187,2,0.0,0.0,0.5617987204724357,26.51851851851852,32.54545454545455,0.0594,1.485,0,0,0,0,0,0,0,0.11218200891686336,0.024259113558877523,0.3126147390506163,0.24954104379753475
43,0,764,0,30,1,P,24,280000,95,7.375,R,SF,P,360,2,0,9,2,N,0,0,0.0,0.0,0.3571428571428571,0.0,0.0,0.0,0.0969749103942644,0.07986239272033,0.1613245836260418,0.0,0.0815370804186687,0.082107521404571,0.082679311116217,3,0.0045515153061224,0.4285714285714285,0.0093815,-204.61789010989023,0,0.9417717840323722,0.1435568912598776,-0.9660934514073084,87.35714285714286,3.3081531934026884,-0.4901098901098899,3,0.0,0.0,0.4836875004758584,8.042105263157895,31.833333333333332,0.228,1.77,0,1,0,1,2,0,0,0.11218200891686336,0.0022619984264358774,0.3126147390506163,0.24954104379753475
44,0,693,1,35,1,P,48,248000,97,7.375,R,SF,P,360,2,0,9,2,N,0,0,0.0,0.0,0.0,0.0,0.4032258064516129,0.0,0.0110364372469673,0.0798590160193312,0.0804131657959099,0.0809726549188063,0.081537507842141,0.0821036872241086,0.0826752702720226,4,0.003852335829493,0.3571428571428571,0.0089877419354838,-190.8635384615384,0,0.9436836162231396,-0.0007883378245296,-1.4728621593186584,91.92857142857144,1.830857945425185,-0.3054945054945054,3,0.0,0.0,0.460869643241697,7.144329896907217,14.4375,0.4656,3.54,0,1,1,1,3,0,0,0.0035077366902701284,0.009801993181222135,0.3126147390506163,0.24954104379753475
45,0,768,0,0,1,P,37,311000,80,7.0,R,SF,N,360,2,0,9,2,7,0,0,0.3215434083601286,0.0,0.0,0.3225806451612903,0.0,0.0,0.214375404530739,0.1039282983280895,0.1393818584050851,0.089350094855845,0.0,0.100688880762535,0.1918349152640099,2,0.0078119797887,0.3571428571428571,0.0147440192926045,-321.39630769230894,0,0.956671104604547,0.1545167794056028,-0.9706455511834712,72.84615384615384,1.9551176964828976,-0.1373626373626373,3,0.0,0.0,0.5806310913575455,9.6,20.75675675675676,0.296,2.59,0,0,0,0,0,0,0,0.0006556517178075007,0.008064516129032258,0.3126147390506163,0.11991869918699187
47,0,776,0,0,1,P,32,150000,64,6.75,R,SF,P,360,2,0,9,1,7,0,0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0940604026845598,0.1118904795349435,0.1126479883523997,0.1134079138713905,0.1141770192039787,0.1149486098600699,0.115729465181232,3,0.0069103904761904,0.3571428571428571,0.0143578666666666,-178.11485714285698,0,0.9353194223525112,0.2804297543445754,-1.211807924901645,59.285714285714285,4.24984993732672,-0.5582417582417583,1,0.0,0.0,0.5293961962779976,12.125,24.25,0.2048,2.16,0,0,0,0,0,0,0,0.00016391292945187516,0.013309729871492263,0.3126147390506163,0.11991869918699187
49,0,660,0,30,1,P,33,124000,95,7.25,R,SF,N,360,2,0,9,2,N,0,0,0.8064516129032258,0.0,0.0,0.0,0.0,0.0,0.1518292682926829,0.081823418890067,0.0823875202546102,0.0829529589600258,0.0835279093657305,0.0840960717968394,0.0846819598399607,5,0.0094694527649769,0.3571428571428571,0.0145071774193548,-94.03523076923102,0,0.7796635514436886,1.1832751847695997,3.0452927275590733,91.07142857142856,3.6344440666310143,-0.4945054945054944,5,0.0,0.0,0.6597123781887722,6.947368421052632,20.0,0.3135,2.3925,0,1,0,1,2,0,0,0.11218200891686336,0.04330579596118542,0.3126147390506163,0.24954104379753475
52,0,785,0,0,1,P,26,110000,31,6.5,R,SF,P,360,1,0,9,2,7,0,0,0.0,0.9090909090909092,0.0,0.0,0.9174311926605504,0.0,0.2424907407407402,0.2936936614165575,0.2961506191161251,0.2986455352184377,0.3011601957976699,0.8453711841705936,0.3109164831964863,2,0.0199317012987012,0.2857142857142857,0.0433281818181818,-352.9894945054947,0,0.9650490590818576,-0.1632915991277381,-0.7639952570462949,28.785714285714285,0.8601138984851638,-0.1384615384615385,2,0.0,0.0,0.4745787960806522,25.322580645161292,30.192307692307693,0.0806,1.69,0,0,0,0,0,0,0,0.11218200891686336,0.024259113558877523,0.3126147390506163,0.24954104379753475
55,0,807,1,25,1,P,41,165000,90,6.75,R,SF,P,360,1,0,9,2,N,0,0,0.0,0.0,0.6060606060606061,0.0,0.0,0.6097560975609756,0.0128588957055164,0.2041857652370506,0.2057532709328965,0.2073419147280832,0.2089395608842724,0.2105525083916717,0.2121871231896129,2,0.0113424285714285,0.2857142857142857,0.0245208484848485,-330.34437362637345,0,0.9664515132695384,-0.0098327082770644,-1.2893431183610695,82.57142857142857,6.366365701473484,-0.9670329670329672,1,0.0,0.0,0.4995032056827315,8.966666666666667,19.682926829268293,0.369,2.7675,0,1,0,0,1,0,0,0.0017374770521898768,0.04330579596118542,0.3126147390506163,0.24954104379753475
56,0,747,1,25,1,P,32,99000,90,6.625,R,SF,P,360,2,0,9,3,N,0,0,0.0,0.0,0.0,0.0,1.0101010101010102,0.0,-0.2934387755102112,0.0928703395556664,0.0934658529359905,0.0940731470958813,0.0946820712764213,0.0952926396010083,0.0959150885177809,4,0.0064369408369408,0.4285714285714285,0.0128052525252525,-109.08536263736276,1,0.8296506576541287,0.4302909378042263,-1.765425831383578,76.57142857142857,8.243736026430575,-1.2,6,0.0,0.0,0.5619774082604931,8.3,23.34375,0.288,2.12,0,1,0,0,1,0,0,0.003704432205612379,0.011637817991083137,0.3126147390506163,0.24954104379753475
58,0,746,1,0,1,P,48,615000,72,6.75,R,SF,P,360,2,0,9,2,7,0,0,0.1626016260162601,0.0,0.1628664495114006,0.0,0.1631321370309951,0.0,0.1257630718954316,0.0900986048908866,0.0906874868363774,0.0912795346258244,0.0918764079315213,0.0924797741852093,0.093084734621234,1,0.0058143577235772,0.2142857142857142,0.0115784390243902,-531.2256263736259,0,0.9846791575592868,-0.0480790337158961,-1.1229546613353611,67.85714285714286,2.97266457809783,-0.6505494505494507,2,0.0,0.0,0.5293930125239859,10.36111111111111,15.541666666666666,0.3456,3.24,0,0,1,0,1,0,0,0.019046682402307894,0.04396144767899292,0.3126147390506163,0.06605691056910569
61,0,732,1,25,1,P,45,146000,97,6.75,R,SF,P,360,1,0,9,2,N,0,0,0.684931506849315,0.0,0.0,0.0,0.0,0.0,0.2702482758620593,0.0900986624957683,0.090685181154079,0.0912801479602844,0.0918766672581443,0.0924816929625838,0.0930883174717324,5,0.009053277886497,0.3571428571428571,0.0149635616438355,-129.5249670329665,0,0.8666766876771255,0.5178098402614477,0.6447909488320542,91.64285714285714,7.640186449268881,-0.4813186813186813,2,0.0,0.0,0.6371001702766494,7.546391752577319,16.266666666666666,0.4365,3.0375,0,1,1,0,2,0,0,0.11218200891686336,0.04274849200104904,0.3126147390506163,0.24954104379753475
64,0,811,1,0,1,P,40,50000,53,6.875,R,SF,P,180,1,0,9,2,7,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.32995918367347,0.340163216097518,0.3432761090059883,0.3464377258396092,0.3496281425415318,0.352868611924873,0.3561390971725861,3,0.0223628285714285,0.3571428571428571,0.0434567999999999,-164.86870329670325,0,0.9232318138689304,0.4247462690614751,-0.6529285894273684,35.92857142857143,6.352325622661872,-0.8461538461538457,5,0.0,0.0,0.534636696673479,15.30188679245283,20.275,0.212,2.75,0,0,0,0,0,0,0,0.006425386834513507,0.09946236559139784,0.3126147390506163,0.24954104379753475
66,0,760,1,0,1,P,20,95000,80,7.25,R,MH,P,360,1,0,9,2,7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5560842105263145,0.0818234282174632,0.0823883445652868,0.082954600274703,0.0835222071340193,0.0841017972657117,0.0846827892408302,6,0.0040133458646616,0.4285714285714285,0.0105174736842105,-91.77817582417612,0,0.9398773759885956,-0.2534447691667602,-1.9131594782957144,75.42857142857143,0.0,0.0,0,0.0,0.0,0.5287241282677418,9.5,38.0,0.16,1.45,0,0,0,1,1,1,0,0.011473905061631262,0.02098085496984002,0.3126147390506163,0.020292420666142147
68,0,651,0,25,1,P,40,339000,90,8.5,R,SF,P,360,2,0,9,2,N,0,0,0.0,0.0,0.0,0.2949852507374631,0.0,0.0,0.0502248520710086,0.0639255976611101,0.0644196685045575,0.0649176300699155,0.0654194986051323,0.0659252905665978,0.0664350226219293,3,0.0033243531394858,0.3571428571428571,0.0073412094395279,-203.8490109890111,0,0.9494165492452186,0.067926340820197,-1.1878979895769604,86.07142857142857,2.313447820100235,-0.1384615384615384,1,0.0,0.0,0.4700341949716181,7.233333333333333,16.275,0.36,3.4,0,1,0,1,2,0,0,0.0021308680828743772,0.04274849200104904,0.3126147390506163,0.02832415420928403
70,0,781,0,0,1,I,28,79000,75,7.45,R,SF,C,360,1,0,9,2,7,0,0,0.0,0.0,1.2658227848101269,0.0,0.0,-0.3855512820512768,0.078952009770525,0.0795128664241442,0.0800622180265942,0.0806256385690061,0.0811903684162034,0.0817692417374079,0.0823366462625996,3,0.0093551898734177,0.3571428571428571,0.0144325316455695,-75.54228571428557,1,0.7345109525889688,1.2592683979154056,0.006288792597163,55.42857142857143,8.312763729129232,-1.0989010989010988,4,1.7763568394002505e-15,-5.082136666746076e-33,0.6675232640746535,10.413333333333334,27.892857142857142,0.21,2.086,0,0,0,1,1,0,0,0.0017374770521898768,0.04330579596118542,0.3126147390506163,0.24954104379753475
